Cell,r_1,i_2,f_3,r_4,i_5,f_6,r_7,i_8,f_9,r_10,i_11,f_12,r_13,i_14,f_15,SOH
1,20004.453,0.3668,0.0455,0.01999,1.39661,-0.3678,0.05102,1.34955,-0.00013,17.79613,0.88076,-0.21687,0.53067,1.15693,-0.06767,76
1,20004.453,0.36663,0.04563,0.01999,1.43748,-0.37959,0.33183,1.53081,0.00175,17.79613,0.89283,-0.22409,0.67072,1.17544,-0.06909,76
2,20004.453,0.37907,0.01519,0.01999,1.05953,-0.306,20004.453,0.40393,0.00033,22.48202,0.697,-0.13401,1.07079,0.8453,-0.04103,76
1,20004.453,0.28034,0.02269,0.01999,1.09156,-0.32616,15829.126,0.30824,-0.00104,22.48202,0.64777,-0.16275,0.84734,0.84885,-0.05041,76
2,20004.453,0.45955,0.02091,0.01999,1.23135,-0.32139,15829.126,0.47298,0.00039,22.48202,0.83041,-0.1555,0.84734,1.01618,-0.04687,76
5,20004.453,0.45078,0.02078,0.01999,1.41322,-0.35137,15829.126,0.47508,-0.00047,17.79613,0.91315,-0.19621,0.53067,1.17252,-0.0652,76
5,20004.453,0.45055,0.02207,0.01999,1.42577,-0.36381,15829.126,0.47532,-0.00075,17.79613,0.91578,-0.19714,0.67072,1.17287,-0.06452,76
1,20004.453,0.75487,0.0198,0.01999,1.45247,-0.30208,15829.126,0.7717,-0.00158,22.48202,1.06338,-0.13631,1.07079,1.22199,-0.04207,76
1,20004.453,0.36763,0.04522,0.01999,1.42221,-0.37078,12516.703,0.39773,0.00067,17.79613,0.89058,-0.22266,0.53067,1.17911,-0.06954,76
1,20004.453,0.28153,0.02327,0.01999,1.07108,-0.33669,15829.126,0.3071,-0.00072,22.48202,0.64618,-0.16173,0.84734,0.84701,-0.0492,76
1,20004.453,0.37619,0.04345,0.01999,1.46426,-0.39735,12516.703,0.40659,-0.00012,17.79613,0.89402,-0.22857,0.67072,1.19429,-0.0717,76
5,20004.453,0.45132,0.02134,0.01999,1.40723,-0.36246,15829.126,0.47628,-0.001,17.79613,0.9131,-0.19587,0.67072,1.17054,-0.06517,76
1,20004.453,0.37182,0.0445,0.01999,1.44704,-0.38585,12516.703,0.40139,0.00069,17.79613,0.89119,-0.22461,0.67072,1.18167,-0.0705,76
2,20004.453,0.45644,0.01976,0.01999,1.23123,-0.31179,0.67072,1.16533,-0.00024,22.48202,0.82352,-0.15493,0.84734,1.01238,-0.0475,76
5,20004.453,0.45607,0.02022,0.01999,1.4368,-0.35688,15829.126,0.48323,-0.00086,17.79613,0.91819,-0.20099,0.53067,1.19245,-0.06742,76
1,20004.453,0.36657,0.04561,0.01999,1.3967,-0.37886,12516.703,0.39543,0.00012,17.79613,0.88632,-0.2209,0.67072,1.16245,-0.06775,76
1,20004.453,0.75504,0.02116,0.01999,1.43558,-0.30659,0.10309,1.27971,-0.0028,22.48202,1.0637,-0.1362,1.07079,1.22363,-0.04159,76
1,20004.453,0.37259,0.04466,0.01999,1.42223,-0.38643,12516.703,0.4019,0.00025,17.79613,0.88918,-0.22525,0.67072,1.18158,-0.07134,76
2,20004.453,0.45684,0.02092,0.01999,1.22348,-0.32057,15829.126,0.47227,0.00047,22.48202,0.8229,-0.15415,0.84734,1.00963,-0.04683,76
5,20004.453,0.4542,0.02103,0.01999,1.41002,-0.3624,15829.126,0.47925,-0.00066,17.79613,0.91522,-0.19807,0.67072,1.17528,-0.06558,76
5,20004.453,0.45395,0.0205,0.01999,1.41322,-0.35305,15829.126,0.48132,-0.00095,14.06813,0.9513,-0.19659,0.53067,1.17685,-0.06584,76
1,20004.453,0.37446,0.04779,0.01999,1.43821,-0.37809,12516.703,0.40162,7e-05,17.79613,0.8925,-0.22275,0.53067,1.18448,-0.06983,76
1,20004.453,0.37455,0.04473,0.01999,1.42209,-0.39023,12516.703,0.40151,0.00061,17.79613,0.88972,-0.22582,0.67072,1.18247,-0.07031,76
2,20004.453,0.37954,0.01688,0.01999,1.07196,-0.29755,20004.453,0.40494,-0.00021,22.48202,0.69646,-0.13412,1.07079,0.8476,-0.04163,76
1,20004.453,0.37518,0.0433,0.01999,1.46605,-0.38878,12516.703,0.40611,9e-05,14.06813,0.93835,-0.23033,0.53067,1.20381,-0.07229,76
5,20004.453,0.45457,0.02052,0.01999,1.43216,-0.35526,15829.126,0.46564,0.00109,17.79613,0.91876,-0.19997,0.53067,1.18961,-0.06688,76
1,20004.453,0.27989,0.02371,0.01999,1.0716,-0.33578,15829.126,0.30833,-0.00168,22.48202,0.6447,-0.1623,0.84734,0.84701,-0.04948,76
1,20004.453,0.37497,0.04202,0.01999,1.46077,-0.38526,12516.703,0.41002,0.00039,14.06813,0.93941,-0.22868,0.67072,1.19522,-0.072,76
2,20004.453,0.3804,0.01671,0.01999,1.06206,-0.30809,20004.453,0.40434,0.00028,28.40909,0.6706,-0.13384,1.07079,0.84699,-0.04112,76
5,20004.453,0.45355,0.01973,0.01999,1.4124,-0.36391,15829.126,0.48118,-0.00182,17.79613,0.91298,-0.19936,0.67072,1.17627,-0.06683,76
5,20004.453,0.45488,0.02081,0.01999,1.43177,-0.35873,15829.126,0.46708,0.00178,14.06813,0.95462,-0.20162,0.53067,1.19345,-0.06794,76
1,20004.453,0.37263,0.04489,0.01999,1.42308,-0.39712,12516.703,0.4057,-7e-05,14.06813,0.93577,-0.22593,0.53067,1.19085,-0.07038,76
5,20004.453,0.45534,0.02147,0.01999,1.44184,-0.38345,15829.126,0.46834,0.00167,14.06813,0.95073,-0.20014,0.67072,1.18267,-0.0667,76
1,20004.453,0.38077,0.04226,0.01999,1.4695,-0.38718,12516.703,0.40986,8e-05,14.06813,0.93981,-0.23077,0.53067,1.21369,-0.07413,76
1,20004.453,0.75132,0.02001,0.01999,1.43161,-0.30183,0.04042,1.58814,-0.00056,22.48202,1.05884,-0.13548,1.07079,1.21835,-0.04162,76
1,20004.453,0.28128,0.02335,0.01999,1.07687,-0.33436,15829.126,0.30911,-0.00203,22.48202,0.64673,-0.16339,1.07079,0.84697,-0.04965,76
1,20004.453,0.37997,0.04197,0.01999,1.4474,-0.38783,12516.703,0.41107,0.0001,14.06813,0.93414,-0.22857,0.53067,1.20197,-0.07339,76
2,20004.453,0.38073,0.01685,0.01999,1.07706,-0.32317,20004.453,0.40638,-4e-05,28.40909,0.67069,-0.13406,0.84734,0.85044,-0.04046,76
1,20004.453,0.37487,0.04407,0.01999,1.45442,-0.38492,12516.703,0.40717,-0.00014,14.06813,0.9336,-0.22815,0.53067,1.19427,-0.07174,76
5,20004.453,0.45199,0.01975,0.01999,1.41383,-0.36561,0.41976,1.47355,0.00025,14.06813,0.95148,-0.19734,0.67072,1.17637,-0.06552,76
5,20004.453,0.45467,0.0218,0.01999,1.43221,-0.36636,15829.126,0.48085,-0.00018,17.79613,0.91735,-0.20204,0.67072,1.19239,-0.06865,76
1,20004.453,0.37917,0.04295,0.01999,1.47598,-0.39125,12516.703,0.40866,0.00015,14.06813,0.93929,-0.23166,0.53067,1.2114,-0.07329,76
5,20004.453,0.45863,0.02055,0.01999,1.46236,-0.37138,15829.126,0.46994,0.00026,14.06813,0.95381,-0.20536,0.67072,1.19669,-0.06881,76
5,20004.453,0.45729,0.02133,0.01999,1.4621,-0.37429,0.26261,1.5298,0.00115,14.06813,0.95738,-0.20469,0.67072,1.19656,-0.06812,76
1,20004.453,0.37863,0.04246,0.01999,1.4333,-0.39975,12516.703,0.41077,-0.00036,14.06813,0.93466,-0.22784,0.53067,1.19855,-0.07221,76
2,20004.453,0.45806,0.02017,0.01999,1.23188,-0.31209,0.05102,1.2625,3e-05,22.48202,0.82311,-0.15511,1.07079,1.00764,-0.04768,76
1,20004.453,0.749,0.01818,0.01999,1.44759,-0.30282,0.67072,1.43896,-0.00015,22.48202,1.05791,-0.13682,0.84734,1.21829,-0.04154,76
2,20004.453,0.38011,0.01537,0.01999,1.06228,-0.30781,0.33183,1.00553,0.00021,28.40909,0.67046,-0.13433,1.07079,0.84755,-0.04116,76
5,20004.453,0.45906,0.01893,0.01999,1.42822,-0.36104,0.13007,1.16765,1e-05,14.06813,0.95332,-0.20108,0.67072,1.18622,-0.06805,76
1,20004.453,0.37934,0.04402,0.01999,1.44625,-0.40079,12516.703,0.41228,-0.00042,14.06813,0.93777,-0.23017,0.53067,1.21026,-0.07308,76
1,20004.453,0.38822,0.04321,0.01999,1.46206,-0.39497,12516.703,0.41983,-0.00012,14.06813,0.93607,-0.23225,0.53067,1.21611,-0.07542,76
2,20004.453,0.46106,0.02096,0.01999,1.23617,-0.31379,15829.126,0.47661,-0.00026,22.48202,0.82873,-0.15653,1.07079,1.01464,-0.0475,76
2,20004.453,0.4596,0.02111,0.01999,1.23648,-0.31506,15829.126,0.47169,0.00203,22.48202,0.82772,-0.15796,1.07079,1.016,-0.04769,76
5,20004.453,0.45825,0.02016,0.01999,1.44123,-0.36261,15829.126,0.48179,-4e-05,14.06813,0.94946,-0.20403,0.53067,1.1961,-0.06893,76
5,20004.453,0.45693,0.02135,0.01999,1.45188,-0.36842,15829.126,0.46831,0.00178,14.06813,0.9474,-0.20255,0.67072,1.18665,-0.06805,76
2,20004.453,0.37964,0.01665,0.01999,1.06804,-0.30022,20004.453,0.40489,0.00032,28.40909,0.67188,-0.1341,1.07079,0.8496,-0.04131,76
1,20004.453,0.38555,0.0417,0.01999,1.46111,-0.41286,12516.703,0.41693,-0.00056,14.06813,0.93954,-0.23404,0.67072,1.21656,-0.07468,76
1,20004.453,0.74761,0.01976,0.01999,1.42821,-0.30926,15829.126,0.76564,-0.00037,22.48202,1.05717,-0.13656,1.07079,1.21629,-0.04212,76
1,20004.453,0.39113,0.04128,0.01999,1.45846,-0.40472,12516.703,0.42488,-0.00059,14.06813,0.93532,-0.23242,0.67072,1.20979,-0.07407,76
1,20004.453,0.28206,0.02292,0.01999,1.09147,-0.32593,15829.126,0.30878,-0.00215,22.48202,0.64782,-0.16389,1.07079,0.84957,-0.05082,76
1,20004.453,0.38565,0.0444,0.01999,1.4762,-0.39036,12516.703,0.4168,-0.0002,14.06813,0.94049,-0.23415,0.53067,1.21999,-0.07478,76
1,20004.453,0.3936,0.04174,0.01999,1.50876,-0.40242,12516.703,0.42275,-0.00052,14.06813,0.93963,-0.23889,0.53067,1.236,-0.07688,76
2,20004.453,0.38015,0.01614,0.01999,1.08731,-0.3081,0.67072,1.09545,-0.00019,22.48202,0.69883,-0.13482,0.84734,0.85277,-0.04158,76
1,20004.453,0.39135,0.04288,0.01999,1.4973,-0.39702,12516.703,0.42275,-0.00111,14.06813,0.94082,-0.23726,0.53067,1.23282,-0.07631,76
2,20004.453,0.3811,0.01651,0.01999,1.07716,-0.2984,20004.453,0.40395,0.00023,22.48202,0.699,-0.13486,1.07079,0.85015,-0.04149,76
5,20004.453,0.45727,0.01995,0.01999,1.43681,-0.37767,15829.126,0.46881,0.00204,14.06813,0.9585,-0.20491,0.67072,1.19913,-0.06898,76
1,20004.453,0.74521,0.01935,0.01999,1.42737,-0.30311,15829.126,0.76279,-0.00124,22.48202,1.05365,-0.1375,1.07079,1.2141,-0.0413,76
1,20004.453,0.4169,0.04154,0.01999,1.59827,-0.43285,12516.703,0.4456,0.00049,8.81772,1.04534,-0.26355,0.41976,1.33651,-0.09154,76
1,20004.453,0.3922,0.04224,0.01999,1.46207,-0.41149,12516.703,0.42768,-0.00061,14.06813,0.9397,-0.23307,0.53067,1.22297,-0.0748,76
2,20004.453,0.38174,0.01555,0.01999,1.08721,-0.30702,20004.453,0.40592,6e-05,22.48202,0.69828,-0.13627,1.07079,0.84947,-0.04153,76
5,20004.453,0.45994,0.01853,0.01999,1.45143,-0.37838,15829.126,0.4679,0.00026,14.06813,0.95196,-0.2098,0.67072,1.20799,-0.07052,76
1,20004.453,0.2821,0.02337,0.01999,1.07802,-0.33566,15829.126,0.30947,-0.00262,22.48202,0.64456,-0.1641,0.84734,0.8518,-0.04948,76
2,20004.453,0.45978,0.01877,0.01999,1.23422,-0.32185,0.05102,1.26764,0.00055,22.48202,0.82886,-0.15569,0.84734,1.019,-0.04757,76
1,20004.453,0.74667,0.01819,0.01999,1.42721,-0.30806,20004.453,0.77105,0.00159,22.48202,1.05399,-0.13797,1.07079,1.2131,-0.04129,76
2,20004.453,0.45573,0.02009,0.01999,1.22722,-0.32234,0.53067,1.30171,-0.00059,22.48202,0.82177,-0.15603,0.84734,1.01225,-0.04741,76
1,20004.453,0.39886,0.0426,0.01999,1.48102,-0.41226,12516.703,0.42466,-4e-05,14.06813,0.93853,-0.23514,0.67072,1.22988,-0.07725,76
1,20004.453,0.39831,0.04249,0.01999,1.51889,-0.402,12516.703,0.42924,-0.00041,14.06813,0.9443,-0.2406,0.53067,1.24988,-0.07834,76
2,20004.453,0.45419,0.01956,0.01999,1.22303,-0.32591,15829.126,0.46855,6e-05,22.48202,0.82017,-0.15622,0.84734,1.01121,-0.04763,76
1,20004.453,0.28244,0.02324,0.01999,1.09277,-0.32668,0.67072,1.0467,-0.00059,22.48202,0.64711,-0.16554,1.07079,0.85314,-0.05079,76
5,20004.453,0.45642,0.02083,0.01999,1.44869,-0.39669,0.05102,1.58424,0.00077,14.06813,0.95085,-0.20758,0.67072,1.20033,-0.06981,76
1,20004.453,0.74301,0.02105,0.01999,1.42506,-0.30697,15829.126,0.76103,-0.0019,22.48202,1.05123,-0.13749,1.07079,1.21134,-0.04163,76
5,20004.453,0.45816,0.02091,0.01999,1.48112,-0.38919,15829.126,0.46874,0.0005,14.06813,0.95383,-0.21025,0.67072,1.20928,-0.07051,76
1,20004.453,0.28149,0.02305,0.01999,1.09976,-0.35595,0.08153,0.96263,0.0015,22.48202,0.64716,-0.16464,0.84734,0.85607,-0.05021,76
1,20004.453,0.40797,0.04109,0.01999,1.53852,-0.45276,12516.703,0.43897,3e-05,14.06813,0.94884,-0.24441,0.53067,1.27396,-0.081,76
2,20004.453,0.45366,0.02108,0.01999,1.23076,-0.32486,0.08153,1.08826,-0.00039,22.48202,0.82346,-0.15901,0.84734,1.01678,-0.0484,76
1,20004.453,0.4009,0.04192,0.01999,1.50141,-0.41682,12516.703,0.43119,0.00051,14.06813,0.94339,-0.24343,0.67072,1.24797,-0.07886,76
2,20004.453,0.45611,0.02004,0.01999,1.23166,-0.31453,15829.126,0.47132,-0.00059,22.48202,0.82356,-0.15754,0.84734,1.01351,-0.04785,76
1,20004.453,0.28218,0.02305,0.01999,1.10211,-0.33129,15829.126,0.31069,-0.00093,22.48202,0.64592,-0.16419,0.84734,0.85302,-0.05046,76
2,20004.453,0.38104,0.0143,0.01999,1.09127,-0.31327,20004.453,0.40539,6e-05,22.48202,0.7002,-0.137,1.07079,0.8526,-0.04201,76
1,20004.453,0.74846,0.0185,0.01999,1.44852,-0.30161,20004.453,0.77428,0.00194,22.48202,1.05809,-0.13577,0.84734,1.22009,-0.0418,76
2,20004.453,0.37839,0.01509,0.01999,1.07595,-0.30051,20004.453,0.40542,0.00018,28.40909,0.67366,-0.13555,1.07079,0.85433,-0.04138,75
1,20004.453,0.40195,0.04312,0.01999,1.50377,-0.42303,12516.703,0.43769,-0.00099,14.06813,0.94568,-0.24317,0.53067,1.25958,-0.07925,75
1,20004.453,0.75029,0.0181,0.01999,1.43558,-0.30153,15829.126,0.76598,-0.00278,22.48202,1.05735,-0.13699,1.07079,1.21911,-0.04202,75
1,20004.453,0.75042,0.01752,0.01999,1.43241,-0.30807,20004.453,0.77565,0.00223,22.48202,1.05844,-0.13719,1.07079,1.21935,-0.04222,75
2,20004.453,0.37909,0.01487,0.01999,1.08271,-0.30057,15829.126,0.3916,0.00018,28.40909,0.674,-0.13615,1.07079,0.85345,-0.04165,75
1,20004.453,0.75018,0.01767,0.01999,1.43042,-0.32068,20004.453,0.77573,0.00184,22.48202,1.05782,-0.13822,1.07079,1.21887,-0.04163,75
2,20004.453,0.38047,0.01428,0.01999,1.06975,-0.30586,20004.453,0.40473,-0.00089,22.48202,0.69957,-0.13515,1.07079,0.85229,-0.04136,75
2,20004.453,0.38008,0.0148,0.01999,1.07076,-0.30672,20004.453,0.40495,0.00028,22.48202,0.69924,-0.13619,1.07079,0.8539,-0.04148,75
1,20004.453,0.75381,0.01785,0.01999,1.43803,-0.30617,20004.453,0.77824,0.00183,22.48202,1.06084,-0.13752,1.07079,1.22318,-0.042,75
2,20004.453,0.38,0.01613,0.01999,1.09028,-0.30464,20004.453,0.40742,-0.0001,22.48202,0.70059,-0.13631,0.84734,0.85858,-0.04184,75
2,20004.453,0.45591,0.01989,0.01999,1.23739,-0.33949,15829.126,0.46925,0.00013,22.48202,0.82428,-0.15728,0.84734,1.01726,-0.04756,75
1,20004.453,0.75643,0.01778,0.01999,1.45327,-0.29921,0.05102,1.18918,0.00034,22.48202,1.06713,-0.13832,0.84734,1.23232,-0.04274,75
1,20004.453,0.28262,0.02167,0.01999,1.09889,-0.32843,15829.126,0.31019,-0.00241,22.48202,0.6469,-0.16485,1.07079,0.85473,-0.05154,75
2,20004.453,0.38209,0.01509,0.01999,1.07399,-0.30179,20004.453,0.40638,-0.0003,22.48202,0.69948,-0.13484,1.07079,0.85631,-0.04142,75
1,20004.453,0.75978,0.01717,0.01999,1.46235,-0.30141,20004.453,0.78459,0.00176,22.48202,1.06796,-0.13756,0.84734,1.23603,-0.043,75
1,20004.453,0.28182,0.02321,0.01999,1.0842,-0.34233,0.05102,1.12294,0.00098,22.48202,0.64718,-0.16463,0.84734,0.85916,-0.05084,75
2,20004.453,0.38186,0.01578,0.01999,1.07686,-0.30415,20004.453,0.40578,-0.00035,22.48202,0.70139,-0.13683,1.07079,0.85624,-0.04168,75
1,20004.453,0.41682,0.04163,0.01999,1.61411,-0.43026,12516.703,0.44606,0.00038,8.81772,1.04418,-0.26493,0.41976,1.34394,-0.09254,75
2,20004.453,0.38244,0.0146,0.01999,1.07821,-0.32894,15829.126,0.39237,0.00041,22.48202,0.70115,-0.13755,1.07079,0.85739,-0.04198,75
2,20004.453,0.38041,0.01459,0.01999,1.07744,-0.3277,20004.453,0.40636,-7e-05,22.48202,0.70165,-0.13696,1.07079,0.85789,-0.04188,75
1,20004.453,0.76394,0.01792,0.01999,1.44962,-0.30971,0.67072,1.45278,0.00038,22.48202,1.07361,-0.13921,1.07079,1.23612,-0.04239,75
2,20004.453,0.45449,0.01858,0.01999,1.24816,-0.31646,15829.126,0.47024,0.00103,22.48202,0.82159,-0.15846,0.84734,1.0166,-0.04867,75
2,20004.453,0.38089,0.0128,0.01999,1.08902,-0.30188,20004.453,0.40559,-0.0001,22.48202,0.70133,-0.13795,1.07079,0.85831,-0.04231,75
1,20004.453,0.28228,0.02293,0.01999,1.10712,-0.33052,15829.126,0.31029,-0.00205,22.48202,0.64712,-0.16624,0.84734,0.86131,-0.05197,75
1,20004.453,0.76454,0.01757,0.01999,1.45637,-0.30039,20004.453,0.7896,0.0025,22.48202,1.07275,-0.13875,1.07079,1.2377,-0.04237,75
2,20004.453,0.38468,0.01647,0.01999,1.07798,-0.31111,20004.453,0.40752,-0.00069,22.48202,0.70443,-0.13659,1.07079,0.86039,-0.04171,75
5,20004.453,0.46023,0.02012,0.01999,1.56722,-0.3971,15829.126,0.47279,0.00086,11.1448,0.98761,-0.23635,0.53067,1.28293,-0.08112,75
1,20004.453,0.28117,0.02229,0.01999,1.10638,-0.32988,15829.126,0.29138,0.00176,22.48202,0.64991,-0.16603,0.84734,0.86331,-0.0519,75
1,20004.453,0.28012,0.02362,0.01999,1.11531,-0.33832,0.05102,1.44299,0.00031,22.48202,0.64689,-0.16618,0.84734,0.86194,-0.05173,75
2,20004.453,0.38185,0.01515,0.01999,1.09774,-0.30901,20004.453,0.40753,-0.00016,22.48202,0.70187,-0.137,1.07079,0.85996,-0.04257,75
1,20004.453,0.76676,0.01831,0.01999,1.4547,-0.31011,20004.453,0.79243,0.00202,22.48202,1.07793,-0.13746,1.07079,1.24072,-0.04284,75
2,20004.453,0.38237,0.01414,0.01999,1.07777,-0.30838,20004.453,0.40741,-0.00021,22.48202,0.70274,-0.13657,1.07079,0.86068,-0.04188,75
1,20004.453,0.28312,0.02284,0.01999,1.11709,-0.34135,15829.126,0.29406,0.002,17.79613,0.68225,-0.16604,0.84734,0.86309,-0.0517,75
2,20004.453,0.38226,0.01488,0.01999,1.08856,-0.30106,15829.126,0.39042,0.00044,22.48202,0.69923,-0.13771,1.07079,0.85914,-0.04219,75
2,20004.453,0.45045,0.0205,0.01999,1.23356,-0.32095,0.04042,1.36133,8e-05,22.48202,0.81912,-0.15878,0.84734,1.01712,-0.04847,75
2,20004.453,0.44961,0.0184,0.01999,1.23835,-0.31463,15829.126,0.46387,-0.00075,22.48202,0.81791,-0.15907,1.07079,1.01132,-0.0491,75
1,20004.453,0.76737,0.01794,0.01999,1.46192,-0.30392,20004.453,0.79212,0.00087,22.48202,1.07739,-0.14067,1.07079,1.24447,-0.04212,75
2,20004.453,0.37985,0.01434,0.01999,1.09448,-0.30342,20004.453,0.40652,-0.00056,22.48202,0.70247,-0.13792,1.07079,0.86086,-0.04282,75
2,20004.453,0.45248,0.01951,0.01999,1.23415,-0.32226,15829.126,0.46558,-0.00113,22.48202,0.82086,-0.15832,1.07079,1.01421,-0.04831,75
1,20004.453,0.28248,0.02157,0.01999,1.09484,-0.34016,0.67072,1.08216,0.00175,17.79613,0.68275,-0.16672,0.84734,0.86657,-0.05173,75
1,20004.453,0.77206,0.01546,0.01999,1.46073,-0.30659,20004.453,0.79285,0.00045,22.48202,1.07943,-0.139,1.07079,1.24505,-0.04243,75
2,20004.453,0.38146,0.01481,0.01999,1.09078,-0.3308,15829.126,0.38914,0.00089,22.48202,0.70172,-0.13822,0.84734,0.86509,-0.04261,75
2,20004.453,0.38049,0.01475,0.01999,1.09414,-0.3304,15829.126,0.39215,0.00056,22.48202,0.70006,-0.13704,0.84734,0.86379,-0.04248,75
1,20004.453,0.77061,0.01453,0.01999,1.46563,-0.30133,20004.453,0.79236,0.00049,22.48202,1.07814,-0.13985,1.07079,1.2446,-0.04283,75
1,20004.453,0.28274,0.02231,0.01999,1.09455,-0.33796,0.08153,0.87127,-8e-05,17.79613,0.68087,-0.16766,0.84734,0.8652,-0.05182,74
1,20004.453,0.28172,0.02217,0.01999,1.10058,-0.33082,0.53067,1.13438,-0.00176,22.48202,0.6449,-0.16735,1.07079,0.86009,-0.0521,74
2,20004.453,0.45002,0.01888,0.01999,1.24442,-0.31571,15829.126,0.46238,-0.00072,22.48202,0.81668,-0.15946,0.84734,1.01527,-0.04909,74
1,20004.453,0.28312,0.02171,0.01999,1.11535,-0.33284,0.08153,0.97139,0.00226,22.48202,0.64937,-0.16865,0.84734,0.86898,-0.05211,74
2,20004.453,0.38144,0.01377,0.01999,1.09792,-0.32654,15829.126,0.39142,0.00066,22.48202,0.69978,-0.13932,0.84734,0.8648,-0.04267,74
1,20004.453,0.768,0.01713,0.01999,1.48344,-0.31003,20004.453,0.7943,0.00166,22.48202,1.07955,-0.14082,0.84734,1.24901,-0.04314,74
2,20004.453,0.38197,0.01541,0.01999,1.09252,-0.30273,15829.126,0.38957,0.00034,22.48202,0.70047,-0.13821,1.07079,0.86262,-0.04219,74
1,20004.453,0.28246,0.02118,0.01999,1.11185,-0.33174,15829.126,0.2942,0.00071,22.48202,0.6485,-0.16804,0.84734,0.86739,-0.05272,74
1,20004.453,0.41667,0.04109,0.01999,1.63943,-0.43449,12516.703,0.44601,-0.00057,8.81772,1.0438,-0.27,0.41976,1.34999,-0.09349,74
1,20004.453,0.28271,0.02166,0.01999,1.09622,-0.36233,0.02528,0.56763,-0.00037,17.79613,0.67972,-0.16624,0.84734,0.86441,-0.05177,74
1,20004.453,0.76675,0.01566,0.01999,1.47309,-0.32971,20004.453,0.78993,-0.0003,22.48202,1.07487,-0.14051,1.07079,1.2436,-0.04301,74
2,20004.453,0.38148,0.01463,0.01999,1.08808,-0.30317,15829.126,0.39171,0.00102,22.48202,0.7011,-0.13914,1.07079,0.86332,-0.04244,74
1,20004.453,0.41773,0.04245,0.01999,1.63268,-0.43451,12516.703,0.44476,-0.00042,8.81772,1.03597,-0.26788,0.41976,1.34594,-0.09407,74
2,20004.453,0.38108,0.01385,0.01999,1.08926,-0.30435,15829.126,0.38992,-6e-05,22.48202,0.70046,-0.13964,1.07079,0.86431,-0.04279,74
2,20004.453,0.44854,0.01972,0.01999,1.24961,-0.33485,15829.126,0.4625,0.00076,22.48202,0.8123,-0.16141,0.84734,1.01322,-0.04807,74
1,20004.453,0.76846,0.01444,0.01999,1.48327,-0.31564,20004.453,0.79023,-0.00049,22.48202,1.07645,-0.13978,0.84734,1.24782,-0.04277,74
2,20004.453,0.44859,0.0204,0.01999,1.23921,-0.31605,15829.126,0.46391,0.00043,22.48202,0.81693,-0.16006,0.84734,1.01753,-0.04923,74
1,20004.453,0.28249,0.02157,0.01999,1.1136,-0.33241,15829.126,0.31186,-0.00202,17.79613,0.68177,-0.16852,0.84734,0.869,-0.05276,74
2,20004.453,0.37833,0.01246,0.01999,1.07563,-0.31813,0.53067,1.04828,0.00042,22.48202,0.69699,-0.13919,1.07079,0.85893,-0.04281,74
1,20004.453,0.7659,0.01424,0.01999,1.46112,-0.31207,15829.126,0.77341,0.00015,22.48202,1.07514,-0.14096,0.84734,1.24814,-0.04308,74
2,20004.453,0.45332,0.01988,0.01999,1.236,-0.32468,15829.126,0.46912,0.00031,22.48202,0.81788,-0.15962,0.84734,1.01901,-0.04841,74
2,20004.453,0.38093,0.01349,0.01999,1.09473,-0.30409,15829.126,0.38944,0.00099,22.48202,0.70073,-0.13952,1.07079,0.8651,-0.04368,74
2,20004.453,0.37346,0.01149,0.01999,1.08868,-0.30392,15829.126,0.38401,-0.00164,22.48202,0.69177,-0.1385,1.07079,0.85512,-0.04311,74
1,20004.453,0.76268,0.01464,0.01999,1.45581,-0.31605,20004.453,0.78653,-0.00038,22.48202,1.07228,-0.1421,1.07079,1.24194,-0.04318,74
1,20004.453,0.28269,0.02215,0.01999,1.12506,-0.35185,0.06443,1.0455,0.00134,22.48202,0.64651,-0.16862,0.84734,0.86823,-0.05213,74
1,20004.453,0.42037,0.04273,0.01999,1.62528,-0.43624,12516.703,0.45045,-0.00075,8.81772,1.03558,-0.26898,0.41976,1.34953,-0.09454,74
2,20004.453,0.44709,0.02021,0.01999,1.23652,-0.32595,15829.126,0.46172,-0.00074,22.48202,0.81755,-0.15996,0.84734,1.01846,-0.04822,74
2,20004.453,0.37133,0.01387,0.01999,1.07491,-0.31114,0.10309,0.95172,-0.00058,22.48202,0.6901,-0.13859,1.07079,0.85496,-0.04323,74
2,20004.453,0.44777,0.01857,0.01999,1.2384,-0.32061,15829.126,0.46062,-0.00029,17.79613,0.84938,-0.16109,0.84734,1.01968,-0.04943,74
1,20004.453,0.41605,0.04188,0.01999,1.61742,-0.44912,0.53067,1.58513,-9e-05,8.81772,1.04129,-0.27319,0.53067,1.3493,-0.09655,74
2,20004.453,0.44488,0.01948,0.01999,1.2503,-0.31742,15829.126,0.45908,-5e-05,22.48202,0.81441,-0.16145,1.07079,1.01665,-0.05003,74
1,20004.453,0.76191,0.01456,0.01999,1.46813,-0.30272,0.33183,1.58607,-0.00021,22.48202,1.07112,-0.14082,1.07079,1.24185,-0.04358,74
1,20004.453,0.28373,0.02129,0.01999,1.10089,-0.33793,15829.126,0.29417,0.00016,17.79613,0.68082,-0.16836,0.84734,0.87032,-0.05225,74
2,20004.453,0.44507,0.01957,0.01999,1.2448,-0.31643,15829.126,0.46069,0.0001,17.79613,0.84719,-0.15926,1.07079,1.01396,-0.04914,74
2,20004.453,0.36934,0.01154,0.01999,1.08385,-0.33329,15829.126,0.37878,9e-05,22.48202,0.69,-0.13836,1.07079,0.85402,-0.04292,74
